sample_id,map_type,class_index,class_name,height,width,synthetic_data,outside_wafer_value
wafer_01_0023,wafer,1,center defect,64,64,True,-1
wafer_01_0024,wafer,1,center defect,64,64,True,-1
wafer_01_0025,wafer,1,center defect,64,64,True,-1
wafer_01_0026,wafer,1,center defect,64,64,True,-1
wafer_01_0027,wafer,1,center defect,64,64,True,-1
wafer_01_0028,wafer,1,center defect,64,64,True,-1
wafer_01_0029,wafer,1,center defect,64,64,True,-1
wafer_01_0030,wafer,1,center defect,64,64,True,-1
wafer_01_0031,wafer,1,center defect,64,64,True,-1
wafer_01_0032,wafer,1,center defect,64,64,True,-1
wafer_01_0033,wafer,1,center defect,64,64,True,-1
wafer_01_0034,wafer,1,center defect,64,64,True,-1
wafer_01_0035,wafer,1,center defect,64,64,True,-1
wafer_01_0036,wafer,1,center defect,64,64,True,-1
wafer_01_0037,wafer,1,center defect,64,64,True,-1
wafer_01_0038,wafer,1,center defect,64,64,True,-1
wafer_01_0039,wafer,1,center defect,64,64,True,-1
wafer_01_0040,wafer,1,center defect,64,64,True,-1
wafer_01_0041,wafer,1,center defect,64,64,True,-1
wafer_01_0042,wafer,1,center defect,64,64,True,-1
wafer_01_0043,wafer,1,center defect,64,64,True,-1
wafer_01_0044,wafer,1,center defect,64,64,True,-1
wafer_01_0045,wafer,1,center defect,64,64,True,-1
wafer_01_0046,wafer,1,center defect,64,64,True,-1
wafer_01_0047,wafer,1,center defect,64,64,True,-1
wafer_01_0048,wafer,1,center defect,64,64,True,-1
wafer_01_0049,wafer,1,center defect,64,64,True,-1
wafer_01_0050,wafer,1,center defect,64,64,True,-1
wafer_01_0051,wafer,1,center defect,64,64,True,-1
wafer_01_0052,wafer,1,center defect,64,64,True,-1
wafer_01_0053,wafer,1,center defect,64,64,True,-1
wafer_01_0054,wafer,1,center defect,64,64,True,-1
wafer_01_0055,wafer,1,center defect,64,64,True,-1
wafer_01_0056,wafer,1,center defect,64,64,True,-1
wafer_01_0057,wafer,1,center defect,64,64,True,-1
wafer_01_0058,wafer,1,center defect,64,64,True,-1
wafer_01_0059,wafer,1,center defect,64,64,True,-1
wafer_01_0060,wafer,1,center defect,64,64,True,-1
wafer_01_0061,wafer,1,center defect,64,64,True,-1
wafer_01_0062,wafer,1,center defect,64,64,True,-1
wafer_01_0063,wafer,1,center defect,64,64,True,-1
wafer_01_0064,wafer,1,center defect,64,64,True,-1
wafer_01_0065,wafer,1,center defect,64,64,True,-1
wafer_01_0066,wafer,1,center defect,64,64,True,-1
wafer_01_0067,wafer,1,center defect,64,64,True,-1
wafer_01_0068,wafer,1,center defect,64,64,True,-1
wafer_01_0069,wafer,1,center defect,64,64,True,-1
wafer_01_0070,wafer,1,center defect,64,64,True,-1
wafer_01_0071,wafer,1,center defect,64,64,True,-1
wafer_01_0072,wafer,1,center defect,64,64,True,-1
wafer_01_0073,wafer,1,center defect,64,64,True,-1
wafer_01_0074,wafer,1,center defect,64,64,True,-1
wafer_01_0075,wafer,1,center defect,64,64,True,-1
wafer_01_0076,wafer,1,center defect,64,64,True,-1
wafer_01_0077,wafer,1,center defect,64,64,True,-1
wafer_01_0078,wafer,1,center defect,64,64,True,-1
wafer_01_0079,wafer,1,center defect,64,64,True,-1
wafer_01_0080,wafer,1,center defect,64,64,True,-1
wafer_01_0081,wafer,1,center defect,64,64,True,-1
wafer_01_0082,wafer,1,center defect,64,64,True,-1
wafer_01_0083,wafer,1,center defect,64,64,True,-1
wafer_01_0084,wafer,1,center defect,64,64,True,-1
wafer_01_0085,wafer,1,center defect,64,64,True,-1
wafer_01_0086,wafer,1,center defect,64,64,True,-1
wafer_01_0087,wafer,1,center defect,64,64,True,-1
wafer_01_0088,wafer,1,center defect,64,64,True,-1
wafer_01_0089,wafer,1,center defect,64,64,True,-1
wafer_01_0090,wafer,1,center defect,64,64,True,-1
wafer_01_0091,wafer,1,center defect,64,64,True,-1
wafer_01_0092,wafer,1,center defect,64,64,True,-1
wafer_01_0093,wafer,1,center defect,64,64,True,-1
wafer_01_0094,wafer,1,center defect,64,64,True,-1
wafer_01_0095,wafer,1,center defect,64,64,True,-1
wafer_01_0096,wafer,1,center defect,64,64,True,-1
wafer_01_0097,wafer,1,center defect,64,64,True,-1
wafer_01_0098,wafer,1,center defect,64,64,True,-1
wafer_01_0099,wafer,1,center defect,64,64,True,-1
wafer_02_0000,wafer,2,edge defect,64,64,True,-1
wafer_02_0001,wafer,2,edge defect,64,64,True,-1
wafer_02_0002,wafer,2,edge defect,64,64,True,-1
wafer_02_0003,wafer,2,edge defect,64,64,True,-1
wafer_02_0004,wafer,2,edge defect,64,64,True,-1
wafer_02_0005,wafer,2,edge defect,64,64,True,-1
wafer_02_0006,wafer,2,edge defect,64,64,True,-1
wafer_02_0007,wafer,2,edge defect,64,64,True,-1
wafer_02_0008,wafer,2,edge defect,64,64,True,-1
wafer_02_0009,wafer,2,edge defect,64,64,True,-1
wafer_02_0010,wafer,2,edge defect,64,64,True,-1
wafer_02_0011,wafer,2,edge defect,64,64,True,-1
wafer_02_0012,wafer,2,edge defect,64,64,True,-1
wafer_02_0013,wafer,2,edge defect,64,64,True,-1
wafer_02_0014,wafer,2,edge defect,64,64,True,-1
wafer_02_0015,wafer,2,edge defect,64,64,True,-1
wafer_02_0016,wafer,2,edge defect,64,64,True,-1
wafer_02_0017,wafer,2,edge defect,64,64,True,-1
wafer_02_0018,wafer,2,edge defect,64,64,True,-1
wafer_02_0019,wafer,2,edge defect,64,64,True,-1
wafer_02_0020,wafer,2,edge defect,64,64,True,-1
wafer_02_0021,wafer,2,edge defect,64,64,True,-1
wafer_02_0022,wafer,2,edge defect,64,64,True,-1
wafer_02_0023,wafer,2,edge defect,64,64,True,-1
wafer_02_0024,wafer,2,edge defect,64,64,True,-1
wafer_02_0025,wafer,2,edge defect,64,64,True,-1
wafer_02_0026,wafer,2,edge defect,64,64,True,-1
wafer_02_0027,wafer,2,edge defect,64,64,True,-1
wafer_02_0028,wafer,2,edge defect,64,64,True,-1
wafer_02_0029,wafer,2,edge defect,64,64,True,-1
wafer_02_0030,wafer,2,edge defect,64,64,True,-1
wafer_02_0031,wafer,2,edge defect,64,64,True,-1
wafer_02_0032,wafer,2,edge defect,64,64,True,-1
wafer_02_0033,wafer,2,edge defect,64,64,True,-1
wafer_02_0034,wafer,2,edge defect,64,64,True,-1
wafer_02_0035,wafer,2,edge defect,64,64,True,-1
wafer_02_0036,wafer,2,edge defect,64,64,True,-1
wafer_02_0037,wafer,2,edge defect,64,64,True,-1
wafer_02_0038,wafer,2,edge defect,64,64,True,-1
wafer_02_0039,wafer,2,edge defect,64,64,True,-1
wafer_02_0040,wafer,2,edge defect,64,64,True,-1
wafer_02_0041,wafer,2,edge defect,64,64,True,-1
wafer_02_0042,wafer,2,edge defect,64,64,True,-1
wafer_02_0043,wafer,2,edge defect,64,64,True,-1
wafer_02_0044,wafer,2,edge defect,64,64,True,-1
wafer_02_0045,wafer,2,edge defect,64,64,True,-1
wafer_02_0046,wafer,2,edge defect,64,64,True,-1
wafer_02_0047,wafer,2,edge defect,64,64,True,-1
wafer_02_0048,wafer,2,edge defect,64,64,True,-1
wafer_02_0049,wafer,2,edge defect,64,64,True,-1
wafer_02_0050,wafer,2,edge defect,64,64,True,-1
wafer_02_0051,wafer,2,edge defect,64,64,True,-1
wafer_02_0052,wafer,2,edge defect,64,64,True,-1
wafer_02_0053,wafer,2,edge defect,64,64,True,-1
wafer_02_0054,wafer,2,edge defect,64,64,True,-1
wafer_02_0055,wafer,2,edge defect,64,64,True,-1
wafer_02_0056,wafer,2,edge defect,64,64,True,-1
wafer_02_0057,wafer,2,edge defect,64,64,True,-1
wafer_02_0058,wafer,2,edge defect,64,64,True,-1
wafer_02_0059,wafer,2,edge defect,64,64,True,-1
wafer_02_0060,wafer,2,edge defect,64,64,True,-1
wafer_02_0061,wafer,2,edge defect,64,64,True,-1
wafer_02_0062,wafer,2,edge defect,64,64,True,-1
wafer_02_0063,wafer,2,edge defect,64,64,True,-1
wafer_02_0064,wafer,2,edge defect,64,64,True,-1
wafer_02_0065,wafer,2,edge defect,64,64,True,-1
wafer_02_0066,wafer,2,edge defect,64,64,True,-1
wafer_02_0067,wafer,2,edge defect,64,64,True,-1
wafer_02_0068,wafer,2,edge defect,64,64,True,-1
wafer_02_0069,wafer,2,edge defect,64,64,True,-1
wafer_02_0070,wafer,2,edge defect,64,64,True,-1
wafer_02_0071,wafer,2,edge defect,64,64,True,-1
wafer_02_0072,wafer,2,edge defect,64,64,True,-1
wafer_02_0073,wafer,2,edge defect,64,64,True,-1
wafer_02_0074,wafer,2,edge defect,64,64,True,-1
wafer_02_0075,wafer,2,edge defect,64,64,True,-1
wafer_02_0076,wafer,2,edge defect,64,64,True,-1
wafer_02_0077,wafer,2,edge defect,64,64,True,-1
wafer_02_0078,wafer,2,edge defect,64,64,True,-1
wafer_02_0079,wafer,2,edge defect,64,64,True,-1
wafer_02_0080,wafer,2,edge defect,64,64,True,-1
wafer_02_0081,wafer,2,edge defect,64,64,True,-1
wafer_02_0082,wafer,2,edge defect,64,64,True,-1
wafer_02_0083,wafer,2,edge defect,64,64,True,-1
wafer_02_0084,wafer,2,edge defect,64,64,True,-1
wafer_02_0085,wafer,2,edge defect,64,64,True,-1
wafer_02_0086,wafer,2,edge defect,64,64,True,-1
wafer_02_0087,wafer,2,edge defect,64,64,True,-1
wafer_02_0088,wafer,2,edge defect,64,64,True,-1
wafer_02_0089,wafer,2,edge defect,64,64,True,-1
wafer_02_0090,wafer,2,edge defect,64,64,True,-1
wafer_02_0091,wafer,2,edge defect,64,64,True,-1
wafer_02_0092,wafer,2,edge defect,64,64,True,-1
wafer_02_0093,wafer,2,edge defect,64,64,True,-1
wafer_02_0094,wafer,2,edge defect,64,64,True,-1
wafer_02_0095,wafer,2,edge defect,64,64,True,-1
wafer_02_0096,wafer,2,edge defect,64,64,True,-1
wafer_02_0097,wafer,2,edge defect,64,64,True,-1
wafer_02_0098,wafer,2,edge defect,64,64,True,-1
wafer_02_0099,wafer,2,edge defect,64,64,True,-1
wafer_03_0000,wafer,3,ring defect,64,64,True,-1
wafer_03_0001,wafer,3,ring defect,64,64,True,-1
wafer_03_0002,wafer,3,ring defect,64,64,True,-1
wafer_03_0003,wafer,3,ring defect,64,64,True,-1
wafer_03_0004,wafer,3,ring defect,64,64,True,-1
wafer_03_0005,wafer,3,ring defect,64,64,True,-1
wafer_03_0006,wafer,3,ring defect,64,64,True,-1
wafer_03_0007,wafer,3,ring defect,64,64,True,-1
wafer_03_0008,wafer,3,ring defect,64,64,True,-1
wafer_03_0009,wafer,3,ring defect,64,64,True,-1
wafer_03_0010,wafer,3,ring defect,64,64,True,-1
wafer_03_0011,wafer,3,ring defect,64,64,True,-1
wafer_03_0012,wafer,3,ring defect,64,64,True,-1
wafer_03_0013,wafer,3,ring defect,64,64,True,-1
wafer_03_0014,wafer,3,ring defect,64,64,True,-1
wafer_03_0015,wafer,3,ring defect,64,64,True,-1
wafer_03_0016,wafer,3,ring defect,64,64,True,-1
wafer_03_0017,wafer,3,ring defect,64,64,True,-1
wafer_03_0018,wafer,3,ring defect,64,64,True,-1
wafer_03_0019,wafer,3,ring defect,64,64,True,-1
wafer_03_0020,wafer,3,ring defect,64,64,True,-1
wafer_03_0021,wafer,3,ring defect,64,64,True,-1
wafer_03_0022,wafer,3,ring defect,64,64,True,-1
wafer_03_0023,wafer,3,ring defect,64,64,True,-1
wafer_03_0024,wafer,3,ring defect,64,64,True,-1
wafer_03_0025,wafer,3,ring defect,64,64,True,-1
wafer_03_0026,wafer,3,ring defect,64,64,True,-1
wafer_03_0027,wafer,3,ring defect,64,64,True,-1
wafer_03_0028,wafer,3,ring defect,64,64,True,-1
wafer_03_0029,wafer,3,ring defect,64,64,True,-1
wafer_03_0030,wafer,3,ring defect,64,64,True,-1
wafer_03_0031,wafer,3,ring defect,64,64,True,-1
wafer_03_0032,wafer,3,ring defect,64,64,True,-1
wafer_03_0033,wafer,3,ring defect,64,64,True,-1
wafer_03_0034,wafer,3,ring defect,64,64,True,-1
wafer_03_0035,wafer,3,ring defect,64,64,True,-1
wafer_03_0036,wafer,3,ring defect,64,64,True,-1
wafer_03_0037,wafer,3,ring defect,64,64,True,-1
wafer_03_0038,wafer,3,ring defect,64,64,True,-1
wafer_03_0039,wafer,3,ring defect,64,64,True,-1
wafer_03_0040,wafer,3,ring defect,64,64,True,-1
wafer_03_0041,wafer,3,ring defect,64,64,True,-1
wafer_03_0042,wafer,3,ring defect,64,64,True,-1
wafer_03_0043,wafer,3,ring defect,64,64,True,-1
wafer_03_0044,wafer,3,ring defect,64,64,True,-1
wafer_03_0045,wafer,3,ring defect,64,64,True,-1
wafer_03_0046,wafer,3,ring defect,64,64,True,-1
wafer_03_0047,wafer,3,ring defect,64,64,True,-1
wafer_03_0048,wafer,3,ring defect,64,64,True,-1
wafer_03_0049,wafer,3,ring defect,64,64,True,-1
wafer_03_0050,wafer,3,ring defect,64,64,True,-1
wafer_03_0051,wafer,3,ring defect,64,64,True,-1
wafer_03_0052,wafer,3,ring defect,64,64,True,-1
wafer_03_0053,wafer,3,ring defect,64,64,True,-1
wafer_03_0054,wafer,3,ring defect,64,64,True,-1
wafer_03_0055,wafer,3,ring defect,64,64,True,-1
wafer_03_0056,wafer,3,ring defect,64,64,True,-1
wafer_03_0057,wafer,3,ring defect,64,64,True,-1
wafer_03_0058,wafer,3,ring defect,64,64,True,-1
wafer_03_0059,wafer,3,ring defect,64,64,True,-1
wafer_03_0060,wafer,3,ring defect,64,64,True,-1
wafer_03_0061,wafer,3,ring defect,64,64,True,-1
wafer_03_0062,wafer,3,ring defect,64,64,True,-1
wafer_03_0063,wafer,3,ring defect,64,64,True,-1
wafer_03_0064,wafer,3,ring defect,64,64,True,-1
wafer_03_0065,wafer,3,ring defect,64,64,True,-1
wafer_03_0066,wafer,3,ring defect,64,64,True,-1
wafer_03_0067,wafer,3,ring defect,64,64,True,-1
wafer_03_0068,wafer,3,ring defect,64,64,True,-1
wafer_03_0069,wafer,3,ring defect,64,64,True,-1
wafer_03_0070,wafer,3,ring defect,64,64,True,-1
wafer_03_0071,wafer,3,ring defect,64,64,True,-1
wafer_03_0072,wafer,3,ring defect,64,64,True,-1
wafer_03_0073,wafer,3,ring defect,64,64,True,-1
wafer_03_0074,wafer,3,ring defect,64,64,True,-1
wafer_03_0075,wafer,3,ring defect,64,64,True,-1
wafer_03_0076,wafer,3,ring defect,64,64,True,-1
wafer_03_0077,wafer,3,ring defect,64,64,True,-1
wafer_03_0078,wafer,3,ring defect,64,64,True,-1
wafer_03_0079,wafer,3,ring defect,64,64,True,-1
wafer_03_0080,wafer,3,ring defect,64,64,True,-1
wafer_03_0081,wafer,3,ring defect,64,64,True,-1
wafer_03_0082,wafer,3,ring defect,64,64,True,-1
wafer_03_0083,wafer,3,ring defect,64,64,True,-1
wafer_03_0084,wafer,3,ring defect,64,64,True,-1
wafer_03_0085,wafer,3,ring defect,64,64,True,-1
wafer_03_0086,wafer,3,ring defect,64,64,True,-1
wafer_03_0087,wafer,3,ring defect,64,64,True,-1
wafer_03_0088,wafer,3,ring defect,64,64,True,-1
wafer_03_0089,wafer,3,ring defect,64,64,True,-1
wafer_03_0090,wafer,3,ring defect,64,64,True,-1
wafer_03_0091,wafer,3,ring defect,64,64,True,-1
wafer_03_0092,wafer,3,ring defect,64,64,True,-1
wafer_03_0093,wafer,3,ring defect,64,64,True,-1
wafer_03_0094,wafer,3,ring defect,64,64,True,-1
wafer_03_0095,wafer,3,ring defect,64,64,True,-1
wafer_03_0096,wafer,3,ring defect,64,64,True,-1
wafer_03_0097,wafer,3,ring defect,64,64,True,-1
wafer_03_0098,wafer,3,ring defect,64,64,True,-1
wafer_03_0099,wafer,3,ring defect,64,64,True,-1
wafer_04_0000,wafer,4,scratch defect,64,64,True,-1
wafer_04_0001,wafer,4,scratch defect,64,64,True,-1
wafer_04_0002,wafer,4,scratch defect,64,64,True,-1
wafer_04_0003,wafer,4,scratch defect,64,64,True,-1
wafer_04_0004,wafer,4,scratch defect,64,64,True,-1
wafer_04_0005,wafer,4,scratch defect,64,64,True,-1
wafer_04_0006,wafer,4,scratch defect,64,64,True,-1
wafer_04_0007,wafer,4,scratch defect,64,64,True,-1
wafer_04_0008,wafer,4,scratch defect,64,64,True,-1
wafer_04_0009,wafer,4,scratch defect,64,64,True,-1
wafer_04_0010,wafer,4,scratch defect,64,64,True,-1
wafer_04_0011,wafer,4,scratch defect,64,64,True,-1
wafer_04_0012,wafer,4,scratch defect,64,64,True,-1
wafer_04_0013,wafer,4,scratch defect,64,64,True,-1
wafer_04_0014,wafer,4,scratch defect,64,64,True,-1
wafer_04_0015,wafer,4,scratch defect,64,64,True,-1
wafer_04_0016,wafer,4,scratch defect,64,64,True,-1
wafer_04_0017,wafer,4,scratch defect,64,64,True,-1
wafer_04_0018,wafer,4,scratch defect,64,64,True,-1
wafer_04_0019,wafer,4,scratch defect,64,64,True,-1
wafer_04_0020,wafer,4,scratch defect,64,64,True,-1
wafer_04_0021,wafer,4,scratch defect,64,64,True,-1
wafer_04_0022,wafer,4,scratch defect,64,64,True,-1
wafer_04_0023,wafer,4,scratch defect,64,64,True,-1
wafer_04_0024,wafer,4,scratch defect,64,64,True,-1
wafer_04_0025,wafer,4,scratch defect,64,64,True,-1
wafer_04_0026,wafer,4,scratch defect,64,64,True,-1
wafer_04_0027,wafer,4,scratch defect,64,64,True,-1
wafer_04_0028,wafer,4,scratch defect,64,64,True,-1
wafer_04_0029,wafer,4,scratch defect,64,64,True,-1
wafer_04_0030,wafer,4,scratch defect,64,64,True,-1
wafer_04_0031,wafer,4,scratch defect,64,64,True,-1
wafer_04_0032,wafer,4,scratch defect,64,64,True,-1
wafer_04_0033,wafer,4,scratch defect,64,64,True,-1
wafer_04_0034,wafer,4,scratch defect,64,64,True,-1
wafer_04_0035,wafer,4,scratch defect,64,64,True,-1
wafer_04_0036,wafer,4,scratch defect,64,64,True,-1
wafer_04_0037,wafer,4,scratch defect,64,64,True,-1
wafer_04_0038,wafer,4,scratch defect,64,64,True,-1
wafer_04_0039,wafer,4,scratch defect,64,64,True,-1
wafer_04_0040,wafer,4,scratch defect,64,64,True,-1
wafer_04_0041,wafer,4,scratch defect,64,64,True,-1
wafer_04_0042,wafer,4,scratch defect,64,64,True,-1
wafer_04_0043,wafer,4,scratch defect,64,64,True,-1
wafer_04_0044,wafer,4,scratch defect,64,64,True,-1
wafer_04_0045,wafer,4,scratch defect,64,64,True,-1
wafer_04_0046,wafer,4,scratch defect,64,64,True,-1
wafer_04_0047,wafer,4,scratch defect,64,64,True,-1
wafer_04_0048,wafer,4,scratch defect,64,64,True,-1
wafer_04_0049,wafer,4,scratch defect,64,64,True,-1
wafer_04_0050,wafer,4,scratch defect,64,64,True,-1
wafer_04_0051,wafer,4,scratch defect,64,64,True,-1
wafer_04_0052,wafer,4,scratch defect,64,64,True,-1
wafer_04_0053,wafer,4,scratch defect,64,64,True,-1
wafer_04_0054,wafer,4,scratch defect,64,64,True,-1
wafer_04_0055,wafer,4,scratch defect,64,64,True,-1
wafer_04_0056,wafer,4,scratch defect,64,64,True,-1
wafer_04_0057,wafer,4,scratch defect,64,64,True,-1
wafer_04_0058,wafer,4,scratch defect,64,64,True,-1
wafer_04_0059,wafer,4,scratch defect,64,64,True,-1
wafer_04_0060,wafer,4,scratch defect,64,64,True,-1
wafer_04_0061,wafer,4,scratch defect,64,64,True,-1
wafer_04_0062,wafer,4,scratch defect,64,64,True,-1
wafer_04_0063,wafer,4,scratch defect,64,64,True,-1
wafer_04_0064,wafer,4,scratch defect,64,64,True,-1
wafer_04_0065,wafer,4,scratch defect,64,64,True,-1
wafer_04_0066,wafer,4,scratch defect,64,64,True,-1
wafer_04_0067,wafer,4,scratch defect,64,64,True,-1
wafer_04_0068,wafer,4,scratch defect,64,64,True,-1
wafer_04_0069,wafer,4,scratch defect,64,64,True,-1
wafer_04_0070,wafer,4,scratch defect,64,64,True,-1
wafer_04_0071,wafer,4,scratch defect,64,64,True,-1
wafer_04_0072,wafer,4,scratch defect,64,64,True,-1
wafer_04_0073,wafer,4,scratch defect,64,64,True,-1
wafer_04_0074,wafer,4,scratch defect,64,64,True,-1
wafer_04_0075,wafer,4,scratch defect,64,64,True,-1
wafer_04_0076,wafer,4,scratch defect,64,64,True,-1
wafer_04_0077,wafer,4,scratch defect,64,64,True,-1
wafer_04_0078,wafer,4,scratch defect,64,64,True,-1
wafer_04_0079,wafer,4,scratch defect,64,64,True,-1
wafer_04_0080,wafer,4,scratch defect,64,64,True,-1
wafer_04_0081,wafer,4,scratch defect,64,64,True,-1
wafer_04_0082,wafer,4,scratch defect,64,64,True,-1
wafer_04_0083,wafer,4,scratch defect,64,64,True,-1
