sample_id,map_type,class_index,class_name,rows,columns,synthetic_data
dram_00_0043,dram,0,random defect,128,128,True
dram_00_0044,dram,0,random defect,128,128,True
dram_00_0045,dram,0,random defect,128,128,True
dram_00_0046,dram,0,random defect,128,128,True
dram_00_0047,dram,0,random defect,128,128,True
dram_00_0048,dram,0,random defect,128,128,True
dram_00_0049,dram,0,random defect,128,128,True
dram_00_0050,dram,0,random defect,128,128,True
dram_00_0051,dram,0,random defect,128,128,True
dram_00_0052,dram,0,random defect,128,128,True
dram_00_0053,dram,0,random defect,128,128,True
dram_00_0054,dram,0,random defect,128,128,True
dram_00_0055,dram,0,random defect,128,128,True
dram_00_0056,dram,0,random defect,128,128,True
dram_00_0057,dram,0,random defect,128,128,True
dram_00_0058,dram,0,random defect,128,128,True
dram_00_0059,dram,0,random defect,128,128,True
dram_00_0060,dram,0,random defect,128,128,True
dram_00_0061,dram,0,random defect,128,128,True
dram_00_0062,dram,0,random defect,128,128,True
dram_00_0063,dram,0,random defect,128,128,True
dram_00_0064,dram,0,random defect,128,128,True
dram_00_0065,dram,0,random defect,128,128,True
dram_00_0066,dram,0,random defect,128,128,True
dram_00_0067,dram,0,random defect,128,128,True
dram_00_0068,dram,0,random defect,128,128,True
dram_00_0069,dram,0,random defect,128,128,True
dram_00_0070,dram,0,random defect,128,128,True
dram_00_0071,dram,0,random defect,128,128,True
dram_00_0072,dram,0,random defect,128,128,True
dram_00_0073,dram,0,random defect,128,128,True
dram_00_0074,dram,0,random defect,128,128,True
dram_00_0075,dram,0,random defect,128,128,True
dram_00_0076,dram,0,random defect,128,128,True
dram_00_0077,dram,0,random defect,128,128,True
dram_00_0078,dram,0,random defect,128,128,True
dram_00_0079,dram,0,random defect,128,128,True
dram_00_0080,dram,0,random defect,128,128,True
dram_00_0081,dram,0,random defect,128,128,True
dram_00_0082,dram,0,random defect,128,128,True
dram_00_0083,dram,0,random defect,128,128,True
dram_00_0084,dram,0,random defect,128,128,True
dram_00_0085,dram,0,random defect,128,128,True
dram_00_0086,dram,0,random defect,128,128,True
dram_00_0087,dram,0,random defect,128,128,True
dram_00_0088,dram,0,random defect,128,128,True
dram_00_0089,dram,0,random defect,128,128,True
dram_00_0090,dram,0,random defect,128,128,True
dram_00_0091,dram,0,random defect,128,128,True
dram_00_0092,dram,0,random defect,128,128,True
dram_00_0093,dram,0,random defect,128,128,True
dram_00_0094,dram,0,random defect,128,128,True
dram_00_0095,dram,0,random defect,128,128,True
dram_00_0096,dram,0,random defect,128,128,True
dram_00_0097,dram,0,random defect,128,128,True
dram_00_0098,dram,0,random defect,128,128,True
dram_00_0099,dram,0,random defect,128,128,True
dram_01_0000,dram,1,center defect,128,128,True
dram_01_0001,dram,1,center defect,128,128,True
dram_01_0002,dram,1,center defect,128,128,True
dram_01_0003,dram,1,center defect,128,128,True
dram_01_0004,dram,1,center defect,128,128,True
dram_01_0005,dram,1,center defect,128,128,True
dram_01_0006,dram,1,center defect,128,128,True
dram_01_0007,dram,1,center defect,128,128,True
dram_01_0008,dram,1,center defect,128,128,True
dram_01_0009,dram,1,center defect,128,128,True
dram_01_0010,dram,1,center defect,128,128,True
dram_01_0011,dram,1,center defect,128,128,True
dram_01_0012,dram,1,center defect,128,128,True
dram_01_0013,dram,1,center defect,128,128,True
dram_01_0014,dram,1,center defect,128,128,True
dram_01_0015,dram,1,center defect,128,128,True
dram_01_0016,dram,1,center defect,128,128,True
dram_01_0017,dram,1,center defect,128,128,True
dram_01_0018,dram,1,center defect,128,128,True
dram_01_0019,dram,1,center defect,128,128,True
dram_01_0020,dram,1,center defect,128,128,True
dram_01_0021,dram,1,center defect,128,128,True
dram_01_0022,dram,1,center defect,128,128,True
dram_01_0023,dram,1,center defect,128,128,True
dram_01_0024,dram,1,center defect,128,128,True
dram_01_0025,dram,1,center defect,128,128,True
dram_01_0026,dram,1,center defect,128,128,True
dram_01_0027,dram,1,center defect,128,128,True
dram_01_0028,dram,1,center defect,128,128,True
dram_01_0029,dram,1,center defect,128,128,True
dram_01_0030,dram,1,center defect,128,128,True
dram_01_0031,dram,1,center defect,128,128,True
dram_01_0032,dram,1,center defect,128,128,True
dram_01_0033,dram,1,center defect,128,128,True
dram_01_0034,dram,1,center defect,128,128,True
dram_01_0035,dram,1,center defect,128,128,True
dram_01_0036,dram,1,center defect,128,128,True
dram_01_0037,dram,1,center defect,128,128,True
dram_01_0038,dram,1,center defect,128,128,True
dram_01_0039,dram,1,center defect,128,128,True
dram_01_0040,dram,1,center defect,128,128,True
dram_01_0041,dram,1,center defect,128,128,True
dram_01_0042,dram,1,center defect,128,128,True
dram_01_0043,dram,1,center defect,128,128,True
dram_01_0044,dram,1,center defect,128,128,True
dram_01_0045,dram,1,center defect,128,128,True
dram_01_0046,dram,1,center defect,128,128,True
dram_01_0047,dram,1,center defect,128,128,True
dram_01_0048,dram,1,center defect,128,128,True
dram_01_0049,dram,1,center defect,128,128,True
dram_01_0050,dram,1,center defect,128,128,True
dram_01_0051,dram,1,center defect,128,128,True
dram_01_0052,dram,1,center defect,128,128,True
dram_01_0053,dram,1,center defect,128,128,True
dram_01_0054,dram,1,center defect,128,128,True
dram_01_0055,dram,1,center defect,128,128,True
dram_01_0056,dram,1,center defect,128,128,True
dram_01_0057,dram,1,center defect,128,128,True
dram_01_0058,dram,1,center defect,128,128,True
dram_01_0059,dram,1,center defect,128,128,True
dram_01_0060,dram,1,center defect,128,128,True
dram_01_0061,dram,1,center defect,128,128,True
dram_01_0062,dram,1,center defect,128,128,True
dram_01_0063,dram,1,center defect,128,128,True
dram_01_0064,dram,1,center defect,128,128,True
dram_01_0065,dram,1,center defect,128,128,True
dram_01_0066,dram,1,center defect,128,128,True
dram_01_0067,dram,1,center defect,128,128,True
dram_01_0068,dram,1,center defect,128,128,True
dram_01_0069,dram,1,center defect,128,128,True
dram_01_0070,dram,1,center defect,128,128,True
dram_01_0071,dram,1,center defect,128,128,True
dram_01_0072,dram,1,center defect,128,128,True
dram_01_0073,dram,1,center defect,128,128,True
dram_01_0074,dram,1,center defect,128,128,True
dram_01_0075,dram,1,center defect,128,128,True
dram_01_0076,dram,1,center defect,128,128,True
dram_01_0077,dram,1,center defect,128,128,True
dram_01_0078,dram,1,center defect,128,128,True
dram_01_0079,dram,1,center defect,128,128,True
dram_01_0080,dram,1,center defect,128,128,True
dram_01_0081,dram,1,center defect,128,128,True
dram_01_0082,dram,1,center defect,128,128,True
dram_01_0083,dram,1,center defect,128,128,True
dram_01_0084,dram,1,center defect,128,128,True
dram_01_0085,dram,1,center defect,128,128,True
dram_01_0086,dram,1,center defect,128,128,True
dram_01_0087,dram,1,center defect,128,128,True
dram_01_0088,dram,1,center defect,128,128,True
dram_01_0089,dram,1,center defect,128,128,True
dram_01_0090,dram,1,center defect,128,128,True
dram_01_0091,dram,1,center defect,128,128,True
dram_01_0092,dram,1,center defect,128,128,True
dram_01_0093,dram,1,center defect,128,128,True
dram_01_0094,dram,1,center defect,128,128,True
dram_01_0095,dram,1,center defect,128,128,True
dram_01_0096,dram,1,center defect,128,128,True
dram_01_0097,dram,1,center defect,128,128,True
dram_01_0098,dram,1,center defect,128,128,True
dram_01_0099,dram,1,center defect,128,128,True
dram_02_0000,dram,2,edge defect,128,128,True
dram_02_0001,dram,2,edge defect,128,128,True
dram_02_0002,dram,2,edge defect,128,128,True
dram_02_0003,dram,2,edge defect,128,128,True
dram_02_0004,dram,2,edge defect,128,128,True
dram_02_0005,dram,2,edge defect,128,128,True
dram_02_0006,dram,2,edge defect,128,128,True
dram_02_0007,dram,2,edge defect,128,128,True
dram_02_0008,dram,2,edge defect,128,128,True
dram_02_0009,dram,2,edge defect,128,128,True
dram_02_0010,dram,2,edge defect,128,128,True
dram_02_0011,dram,2,edge defect,128,128,True
dram_02_0012,dram,2,edge defect,128,128,True
dram_02_0013,dram,2,edge defect,128,128,True
dram_02_0014,dram,2,edge defect,128,128,True
dram_02_0015,dram,2,edge defect,128,128,True
dram_02_0016,dram,2,edge defect,128,128,True
dram_02_0017,dram,2,edge defect,128,128,True
dram_02_0018,dram,2,edge defect,128,128,True
dram_02_0019,dram,2,edge defect,128,128,True
dram_02_0020,dram,2,edge defect,128,128,True
dram_02_0021,dram,2,edge defect,128,128,True
dram_02_0022,dram,2,edge defect,128,128,True
dram_02_0023,dram,2,edge defect,128,128,True
dram_02_0024,dram,2,edge defect,128,128,True
dram_02_0025,dram,2,edge defect,128,128,True
dram_02_0026,dram,2,edge defect,128,128,True
dram_02_0027,dram,2,edge defect,128,128,True
dram_02_0028,dram,2,edge defect,128,128,True
dram_02_0029,dram,2,edge defect,128,128,True
dram_02_0030,dram,2,edge defect,128,128,True
dram_02_0031,dram,2,edge defect,128,128,True
dram_02_0032,dram,2,edge defect,128,128,True
dram_02_0033,dram,2,edge defect,128,128,True
dram_02_0034,dram,2,edge defect,128,128,True
dram_02_0035,dram,2,edge defect,128,128,True
dram_02_0036,dram,2,edge defect,128,128,True
dram_02_0037,dram,2,edge defect,128,128,True
dram_02_0038,dram,2,edge defect,128,128,True
dram_02_0039,dram,2,edge defect,128,128,True
dram_02_0040,dram,2,edge defect,128,128,True
dram_02_0041,dram,2,edge defect,128,128,True
dram_02_0042,dram,2,edge defect,128,128,True
dram_02_0043,dram,2,edge defect,128,128,True
dram_02_0044,dram,2,edge defect,128,128,True
dram_02_0045,dram,2,edge defect,128,128,True
dram_02_0046,dram,2,edge defect,128,128,True
dram_02_0047,dram,2,edge defect,128,128,True
dram_02_0048,dram,2,edge defect,128,128,True
dram_02_0049,dram,2,edge defect,128,128,True
dram_02_0050,dram,2,edge defect,128,128,True
dram_02_0051,dram,2,edge defect,128,128,True
dram_02_0052,dram,2,edge defect,128,128,True
dram_02_0053,dram,2,edge defect,128,128,True
dram_02_0054,dram,2,edge defect,128,128,True
dram_02_0055,dram,2,edge defect,128,128,True
dram_02_0056,dram,2,edge defect,128,128,True
dram_02_0057,dram,2,edge defect,128,128,True
dram_02_0058,dram,2,edge defect,128,128,True
dram_02_0059,dram,2,edge defect,128,128,True
dram_02_0060,dram,2,edge defect,128,128,True
dram_02_0061,dram,2,edge defect,128,128,True
dram_02_0062,dram,2,edge defect,128,128,True
dram_02_0063,dram,2,edge defect,128,128,True
dram_02_0064,dram,2,edge defect,128,128,True
dram_02_0065,dram,2,edge defect,128,128,True
dram_02_0066,dram,2,edge defect,128,128,True
dram_02_0067,dram,2,edge defect,128,128,True
dram_02_0068,dram,2,edge defect,128,128,True
dram_02_0069,dram,2,edge defect,128,128,True
dram_02_0070,dram,2,edge defect,128,128,True
dram_02_0071,dram,2,edge defect,128,128,True
dram_02_0072,dram,2,edge defect,128,128,True
dram_02_0073,dram,2,edge defect,128,128,True
dram_02_0074,dram,2,edge defect,128,128,True
dram_02_0075,dram,2,edge defect,128,128,True
dram_02_0076,dram,2,edge defect,128,128,True
dram_02_0077,dram,2,edge defect,128,128,True
dram_02_0078,dram,2,edge defect,128,128,True
dram_02_0079,dram,2,edge defect,128,128,True
dram_02_0080,dram,2,edge defect,128,128,True
dram_02_0081,dram,2,edge defect,128,128,True
dram_02_0082,dram,2,edge defect,128,128,True
dram_02_0083,dram,2,edge defect,128,128,True
dram_02_0084,dram,2,edge defect,128,128,True
dram_02_0085,dram,2,edge defect,128,128,True
dram_02_0086,dram,2,edge defect,128,128,True
dram_02_0087,dram,2,edge defect,128,128,True
dram_02_0088,dram,2,edge defect,128,128,True
dram_02_0089,dram,2,edge defect,128,128,True
dram_02_0090,dram,2,edge defect,128,128,True
dram_02_0091,dram,2,edge defect,128,128,True
dram_02_0092,dram,2,edge defect,128,128,True
dram_02_0093,dram,2,edge defect,128,128,True
dram_02_0094,dram,2,edge defect,128,128,True
dram_02_0095,dram,2,edge defect,128,128,True
dram_02_0096,dram,2,edge defect,128,128,True
dram_02_0097,dram,2,edge defect,128,128,True
dram_02_0098,dram,2,edge defect,128,128,True
dram_02_0099,dram,2,edge defect,128,128,True
dram_03_0000,dram,3,ring defect,128,128,True
dram_03_0001,dram,3,ring defect,128,128,True
dram_03_0002,dram,3,ring defect,128,128,True
dram_03_0003,dram,3,ring defect,128,128,True
dram_03_0004,dram,3,ring defect,128,128,True
dram_03_0005,dram,3,ring defect,128,128,True
dram_03_0006,dram,3,ring defect,128,128,True
dram_03_0007,dram,3,ring defect,128,128,True
dram_03_0008,dram,3,ring defect,128,128,True
dram_03_0009,dram,3,ring defect,128,128,True
dram_03_0010,dram,3,ring defect,128,128,True
dram_03_0011,dram,3,ring defect,128,128,True
dram_03_0012,dram,3,ring defect,128,128,True
dram_03_0013,dram,3,ring defect,128,128,True
dram_03_0014,dram,3,ring defect,128,128,True
dram_03_0015,dram,3,ring defect,128,128,True
dram_03_0016,dram,3,ring defect,128,128,True
dram_03_0017,dram,3,ring defect,128,128,True
dram_03_0018,dram,3,ring defect,128,128,True
dram_03_0019,dram,3,ring defect,128,128,True
dram_03_0020,dram,3,ring defect,128,128,True
dram_03_0021,dram,3,ring defect,128,128,True
dram_03_0022,dram,3,ring defect,128,128,True
dram_03_0023,dram,3,ring defect,128,128,True
dram_03_0024,dram,3,ring defect,128,128,True
dram_03_0025,dram,3,ring defect,128,128,True
dram_03_0026,dram,3,ring defect,128,128,True
dram_03_0027,dram,3,ring defect,128,128,True
dram_03_0028,dram,3,ring defect,128,128,True
dram_03_0029,dram,3,ring defect,128,128,True
dram_03_0030,dram,3,ring defect,128,128,True
dram_03_0031,dram,3,ring defect,128,128,True
dram_03_0032,dram,3,ring defect,128,128,True
dram_03_0033,dram,3,ring defect,128,128,True
dram_03_0034,dram,3,ring defect,128,128,True
dram_03_0035,dram,3,ring defect,128,128,True
dram_03_0036,dram,3,ring defect,128,128,True
dram_03_0037,dram,3,ring defect,128,128,True
dram_03_0038,dram,3,ring defect,128,128,True
dram_03_0039,dram,3,ring defect,128,128,True
dram_03_0040,dram,3,ring defect,128,128,True
dram_03_0041,dram,3,ring defect,128,128,True
dram_03_0042,dram,3,ring defect,128,128,True
dram_03_0043,dram,3,ring defect,128,128,True
dram_03_0044,dram,3,ring defect,128,128,True
dram_03_0045,dram,3,ring defect,128,128,True
dram_03_0046,dram,3,ring defect,128,128,True
dram_03_0047,dram,3,ring defect,128,128,True
dram_03_0048,dram,3,ring defect,128,128,True
dram_03_0049,dram,3,ring defect,128,128,True
dram_03_0050,dram,3,ring defect,128,128,True
dram_03_0051,dram,3,ring defect,128,128,True
dram_03_0052,dram,3,ring defect,128,128,True
dram_03_0053,dram,3,ring defect,128,128,True
dram_03_0054,dram,3,ring defect,128,128,True
dram_03_0055,dram,3,ring defect,128,128,True
dram_03_0056,dram,3,ring defect,128,128,True
dram_03_0057,dram,3,ring defect,128,128,True
dram_03_0058,dram,3,ring defect,128,128,True
dram_03_0059,dram,3,ring defect,128,128,True
dram_03_0060,dram,3,ring defect,128,128,True
dram_03_0061,dram,3,ring defect,128,128,True
dram_03_0062,dram,3,ring defect,128,128,True
dram_03_0063,dram,3,ring defect,128,128,True
dram_03_0064,dram,3,ring defect,128,128,True
dram_03_0065,dram,3,ring defect,128,128,True
dram_03_0066,dram,3,ring defect,128,128,True
dram_03_0067,dram,3,ring defect,128,128,True
dram_03_0068,dram,3,ring defect,128,128,True
dram_03_0069,dram,3,ring defect,128,128,True
dram_03_0070,dram,3,ring defect,128,128,True
dram_03_0071,dram,3,ring defect,128,128,True
dram_03_0072,dram,3,ring defect,128,128,True
dram_03_0073,dram,3,ring defect,128,128,True
dram_03_0074,dram,3,ring defect,128,128,True
dram_03_0075,dram,3,ring defect,128,128,True
dram_03_0076,dram,3,ring defect,128,128,True
dram_03_0077,dram,3,ring defect,128,128,True
dram_03_0078,dram,3,ring defect,128,128,True
dram_03_0079,dram,3,ring defect,128,128,True
dram_03_0080,dram,3,ring defect,128,128,True
dram_03_0081,dram,3,ring defect,128,128,True
dram_03_0082,dram,3,ring defect,128,128,True
dram_03_0083,dram,3,ring defect,128,128,True
dram_03_0084,dram,3,ring defect,128,128,True
dram_03_0085,dram,3,ring defect,128,128,True
dram_03_0086,dram,3,ring defect,128,128,True
dram_03_0087,dram,3,ring defect,128,128,True
dram_03_0088,dram,3,ring defect,128,128,True
dram_03_0089,dram,3,ring defect,128,128,True
dram_03_0090,dram,3,ring defect,128,128,True
dram_03_0091,dram,3,ring defect,128,128,True
dram_03_0092,dram,3,ring defect,128,128,True
dram_03_0093,dram,3,ring defect,128,128,True
dram_03_0094,dram,3,ring defect,128,128,True
dram_03_0095,dram,3,ring defect,128,128,True
dram_03_0096,dram,3,ring defect,128,128,True
dram_03_0097,dram,3,ring defect,128,128,True
dram_03_0098,dram,3,ring defect,128,128,True
dram_03_0099,dram,3,ring defect,128,128,True
dram_04_0000,dram,4,scratch defect,128,128,True
dram_04_0001,dram,4,scratch defect,128,128,True
dram_04_0002,dram,4,scratch defect,128,128,True
dram_04_0003,dram,4,scratch defect,128,128,True
dram_04_0004,dram,4,scratch defect,128,128,True
dram_04_0005,dram,4,scratch defect,128,128,True
dram_04_0006,dram,4,scratch defect,128,128,True
dram_04_0007,dram,4,scratch defect,128,128,True
dram_04_0008,dram,4,scratch defect,128,128,True
dram_04_0009,dram,4,scratch defect,128,128,True
dram_04_0010,dram,4,scratch defect,128,128,True
dram_04_0011,dram,4,scratch defect,128,128,True
dram_04_0012,dram,4,scratch defect,128,128,True
dram_04_0013,dram,4,scratch defect,128,128,True
dram_04_0014,dram,4,scratch defect,128,128,True
dram_04_0015,dram,4,scratch defect,128,128,True
dram_04_0016,dram,4,scratch defect,128,128,True
dram_04_0017,dram,4,scratch defect,128,128,True
dram_04_0018,dram,4,scratch defect,128,128,True
dram_04_0019,dram,4,scratch defect,128,128,True
dram_04_0020,dram,4,scratch defect,128,128,True
dram_04_0021,dram,4,scratch defect,128,128,True
dram_04_0022,dram,4,scratch defect,128,128,True
dram_04_0023,dram,4,scratch defect,128,128,True
dram_04_0024,dram,4,scratch defect,128,128,True
dram_04_0025,dram,4,scratch defect,128,128,True
dram_04_0026,dram,4,scratch defect,128,128,True
dram_04_0027,dram,4,scratch defect,128,128,True
dram_04_0028,dram,4,scratch defect,128,128,True
dram_04_0029,dram,4,scratch defect,128,128,True
dram_04_0030,dram,4,scratch defect,128,128,True
dram_04_0031,dram,4,scratch defect,128,128,True
dram_04_0032,dram,4,scratch defect,128,128,True
dram_04_0033,dram,4,scratch defect,128,128,True
dram_04_0034,dram,4,scratch defect,128,128,True
dram_04_0035,dram,4,scratch defect,128,128,True
dram_04_0036,dram,4,scratch defect,128,128,True
dram_04_0037,dram,4,scratch defect,128,128,True
dram_04_0038,dram,4,scratch defect,128,128,True
dram_04_0039,dram,4,scratch defect,128,128,True
dram_04_0040,dram,4,scratch defect,128,128,True
dram_04_0041,dram,4,scratch defect,128,128,True
dram_04_0042,dram,4,scratch defect,128,128,True
dram_04_0043,dram,4,scratch defect,128,128,True
dram_04_0044,dram,4,scratch defect,128,128,True
dram_04_0045,dram,4,scratch defect,128,128,True
dram_04_0046,dram,4,scratch defect,128,128,True
dram_04_0047,dram,4,scratch defect,128,128,True
dram_04_0048,dram,4,scratch defect,128,128,True
dram_04_0049,dram,4,scratch defect,128,128,True
dram_04_0050,dram,4,scratch defect,128,128,True
dram_04_0051,dram,4,scratch defect,128,128,True
dram_04_0052,dram,4,scratch defect,128,128,True
dram_04_0053,dram,4,scratch defect,128,128,True
dram_04_0054,dram,4,scratch defect,128,128,True
dram_04_0055,dram,4,scratch defect,128,128,True
dram_04_0056,dram,4,scratch defect,128,128,True
dram_04_0057,dram,4,scratch defect,128,128,True
dram_04_0058,dram,4,scratch defect,128,128,True
dram_04_0059,dram,4,scratch defect,128,128,True
dram_04_0060,dram,4,scratch defect,128,128,True
dram_04_0061,dram,4,scratch defect,128,128,True
dram_04_0062,dram,4,scratch defect,128,128,True
dram_04_0063,dram,4,scratch defect,128,128,True
dram_04_0064,dram,4,scratch defect,128,128,True
dram_04_0065,dram,4,scratch defect,128,128,True
dram_04_0066,dram,4,scratch defect,128,128,True
dram_04_0067,dram,4,scratch defect,128,128,True
dram_04_0068,dram,4,scratch defect,128,128,True
dram_04_0069,dram,4,scratch defect,128,128,True
dram_04_0070,dram,4,scratch defect,128,128,True
dram_04_0071,dram,4,scratch defect,128,128,True
dram_04_0072,dram,4,scratch defect,128,128,True
dram_04_0073,dram,4,scratch defect,128,128,True
dram_04_0074,dram,4,scratch defect,128,128,True
dram_04_0075,dram,4,scratch defect,128,128,True
dram_04_0076,dram,4,scratch defect,128,128,True
dram_04_0077,dram,4,scratch defect,128,128,True
dram_04_0078,dram,4,scratch defect,128,128,True
dram_04_0079,dram,4,scratch defect,128,128,True
dram_04_0080,dram,4,scratch defect,128,128,True
dram_04_0081,dram,4,scratch defect,128,128,True
dram_04_0082,dram,4,scratch defect,128,128,True
dram_04_0083,dram,4,scratch defect,128,128,True
dram_04_0084,dram,4,scratch defect,128,128,True
dram_04_0085,dram,4,scratch defect,128,128,True
dram_04_0086,dram,4,scratch defect,128,128,True
dram_04_0087,dram,4,scratch defect,128,128,True
dram_04_0088,dram,4,scratch defect,128,128,True
dram_04_0089,dram,4,scratch defect,128,128,True
dram_04_0090,dram,4,scratch defect,128,128,True
dram_04_0091,dram,4,scratch defect,128,128,True
dram_04_0092,dram,4,scratch defect,128,128,True
dram_04_0093,dram,4,scratch defect,128,128,True
dram_04_0094,dram,4,scratch defect,128,128,True
dram_04_0095,dram,4,scratch defect,128,128,True
dram_04_0096,dram,4,scratch defect,128,128,True
dram_04_0097,dram,4,scratch defect,128,128,True
dram_04_0098,dram,4,scratch defect,128,128,True
dram_04_0099,dram,4,scratch defect,128,128,True
dram_05_0000,dram,5,cluster defect,128,128,True
dram_05_0001,dram,5,cluster defect,128,128,True
dram_05_0002,dram,5,cluster defect,128,128,True
dram_05_0003,dram,5,cluster defect,128,128,True
dram_05_0004,dram,5,cluster defect,128,128,True
dram_05_0005,dram,5,cluster defect,128,128,True
dram_05_0006,dram,5,cluster defect,128,128,True
dram_05_0007,dram,5,cluster defect,128,128,True
dram_05_0008,dram,5,cluster defect,128,128,True
dram_05_0009,dram,5,cluster defect,128,128,True
dram_05_0010,dram,5,cluster defect,128,128,True
dram_05_0011,dram,5,cluster defect,128,128,True
dram_05_0012,dram,5,cluster defect,128,128,True
dram_05_0013,dram,5,cluster defect,128,128,True
dram_05_0014,dram,5,cluster defect,128,128,True
dram_05_0015,dram,5,cluster defect,128,128,True
dram_05_0016,dram,5,cluster defect,128,128,True
dram_05_0017,dram,5,cluster defect,128,128,True
dram_05_0018,dram,5,cluster defect,128,128,True
dram_05_0019,dram,5,cluster defect,128,128,True
dram_05_0020,dram,5,cluster defect,128,128,True
dram_05_0021,dram,5,cluster defect,128,128,True
dram_05_0022,dram,5,cluster defect,128,128,True
dram_05_0023,dram,5,cluster defect,128,128,True
dram_05_0024,dram,5,cluster defect,128,128,True
dram_05_0025,dram,5,cluster defect,128,128,True
dram_05_0026,dram,5,cluster defect,128,128,True
dram_05_0027,dram,5,cluster defect,128,128,True
dram_05_0028,dram,5,cluster defect,128,128,True
dram_05_0029,dram,5,cluster defect,128,128,True
dram_05_0030,dram,5,cluster defect,128,128,True
dram_05_0031,dram,5,cluster defect,128,128,True
dram_05_0032,dram,5,cluster defect,128,128,True
dram_05_0033,dram,5,cluster defect,128,128,True
dram_05_0034,dram,5,cluster defect,128,128,True
dram_05_0035,dram,5,cluster defect,128,128,True
dram_05_0036,dram,5,cluster defect,128,128,True
dram_05_0037,dram,5,cluster defect,128,128,True
dram_05_0038,dram,5,cluster defect,128,128,True
dram_05_0039,dram,5,cluster defect,128,128,True
dram_05_0040,dram,5,cluster defect,128,128,True
dram_05_0041,dram,5,cluster defect,128,128,True
dram_05_0042,dram,5,cluster defect,128,128,True
dram_05_0043,dram,5,cluster defect,128,128,True
dram_05_0044,dram,5,cluster defect,128,128,True
dram_05_0045,dram,5,cluster defect,128,128,True
dram_05_0046,dram,5,cluster defect,128,128,True
dram_05_0047,dram,5,cluster defect,128,128,True
dram_05_0048,dram,5,cluster defect,128,128,True
dram_05_0049,dram,5,cluster defect,128,128,True
dram_05_0050,dram,5,cluster defect,128,128,True
dram_05_0051,dram,5,cluster defect,128,128,True
dram_05_0052,dram,5,cluster defect,128,128,True
dram_05_0053,dram,5,cluster defect,128,128,True
dram_05_0054,dram,5,cluster defect,128,128,True
dram_05_0055,dram,5,cluster defect,128,128,True
dram_05_0056,dram,5,cluster defect,128,128,True
dram_05_0057,dram,5,cluster defect,128,128,True
dram_05_0058,dram,5,cluster defect,128,128,True
dram_05_0059,dram,5,cluster defect,128,128,True
dram_05_0060,dram,5,cluster defect,128,128,True
dram_05_0061,dram,5,cluster defect,128,128,True
dram_05_0062,dram,5,cluster defect,128,128,True
dram_05_0063,dram,5,cluster defect,128,128,True
dram_05_0064,dram,5,cluster defect,128,128,True
dram_05_0065,dram,5,cluster defect,128,128,True
dram_05_0066,dram,5,cluster defect,128,128,True
dram_05_0067,dram,5,cluster defect,128,128,True
dram_05_0068,dram,5,cluster defect,128,128,True
dram_05_0069,dram,5,cluster defect,128,128,True
dram_05_0070,dram,5,cluster defect,128,128,True
dram_05_0071,dram,5,cluster defect,128,128,True
dram_05_0072,dram,5,cluster defect,128,128,True
dram_05_0073,dram,5,cluster defect,128,128,True
dram_05_0074,dram,5,cluster defect,128,128,True
dram_05_0075,dram,5,cluster defect,128,128,True
dram_05_0076,dram,5,cluster defect,128,128,True
dram_05_0077,dram,5,cluster defect,128,128,True
dram_05_0078,dram,5,cluster defect,128,128,True
dram_05_0079,dram,5,cluster defect,128,128,True
dram_05_0080,dram,5,cluster defect,128,128,True
